"./T0-Control.fastq.gz" "./T8-APR-246.fastq.gz" "./T8-Vehicle.fastq.gz"
"ID_46756" 1 0 0
"ID_46757" 0 0 0
"ID_46758" 0 0 0
"ID_46759" 2 4 5
"ID_46760" 6 1 1
"ID_46761" 1 1 2
"ID_46762" 1 6 7
"ID_46763" 7 2 2
"ID_46764" 0 0 1
"ID_46765" 3 3 4
"ID_46766" 1 1 2
"ID_46767" 9 2 1
"ID_46768" 3 0 0
"ID_46769" 1 1 1
"ID_46770" 6 2 1
"ID_46771" 4 3 2
"ID_46772" 2 1 1
"ID_46773" 1 0 0
"ID_46774" 5 2 5
"ID_46775" 2 0 0
"ID_46776" 0 5 4
"ID_46777" 0 0 0
"ID_46778" 0 3 0
"ID_46779" 3 0 1
"ID_46780" 1 4 6
"ID_46781" 2 0 1
"ID_46782" 6 3 8
"ID_46783" 3 4 2
"ID_46784" 4 1 4
"ID_46785" 3 0 1
"ID_46786" 10 0 2
"ID_46787" 1 3 2
"ID_46788" 7 4 1
"ID_46789" 1 1 0
"ID_46790" 1 6 1
"ID_46791" 5 2 2
"ID_46792" 1 1 0
"ID_46793" 3 1 1
"ID_46794" 2 1 3
"ID_46795" 11 2 1
"ID_46796" 1 5 4
"ID_46797" 2 1 3
"ID_46798" 0 4 0
"ID_46799" 5 3 4
"ID_46800" 4 1 7
"ID_46801" 2 3 5
"ID_46802" 2 6 3
"ID_46803" 3 1 0
"ID_46804" 5 2 2
"ID_46805" 0 0 0
"ID_46806" 3 7 4
"ID_46807" 2 2 3
"ID_46808" 3 1 1
"ID_46809" 0 0 0
"ID_46810" 2 2 1
"ID_46811" 2 0 2
"ID_46812" 5 3 2
"ID_46813" 4 1 1
"ID_46814" 0 0 1
"ID_46815" 5 4 5
"ID_46816" 1 1 1
"ID_46817" 0 0 2
"ID_46818" 4 3 0
"ID_46819" 1 5 1
"ID_46820" 4 3 2
"ID_46821" 5 6 2
"ID_46822" 0 1 1
"ID_46823" 2 3 4
"ID_46824" 4 2 2
"ID_46825" 8 4 3
"ID_46826" 5 2 5
"ID_46827" 3 2 0
"ID_46828" 2 1 3
"ID_46829" 0 1 0
"ID_46830" 3 0 3
"ID_46831" 2 0 0
"ID_46832" 1 1 1
"ID_46833" 1 1 2
"ID_46834" 0 1 0
"ID_46835" 1 3 0
"ID_46836" 2 1 1
"ID_46837" 2 2 3
"ID_46838" 1 2 1
"ID_46839" 4 0 3
"ID_46840" 0 0 1
"ID_46841" 2 0 2
"ID_46842" 3 3 2
"ID_46843" 1 3 0
"ID_46844" 1 4 2
"ID_46845" 4 0 1
"ID_46846" 0 1 0
"ID_46847" 5 5 5
"ID_46848" 2 1 4
"ID_46849" 1 0 1
"ID_46850" 1 5 1
"ID_46851" 3 1 1
"ID_46852" 3 0 0
"ID_46853" 4 1 0
"ID_46854" 1 0 0
"ID_46855" 4 5 1
"ID_46856" 8 1 3
"ID_46857" 5 0 5
"ID_46858" 4 7 4
"ID_46859" 0 0 0
"ID_46860" 1 0 0
"ID_46861" 0 0 0
"ID_46862" 0 0 0
"ID_46863" 3 0 2
"ID_46864" 6 1 0
"ID_46865" 3 3 5
"ID_46866" 1 0 1
"ID_46867" 3 2 0
"ID_46868" 2 0 1
"ID_46869" 0 5 1
"ID_46870" 0 1 6
"ID_46871" 3 0 2
"ID_46872" 0 1 2
"ID_46873" 0 1 0
"ID_46874" 1 1 0
"ID_46875" 2 0 1
"ID_46876" 4 1 5
"ID_46877" 3 2 0
"ID_46878" 0 1 1
"ID_46879" 1 3 2
"ID_46880" 4 1 4
"ID_46881" 3 0 5
"ID_46882" 2 6 2
"ID_46883" 5 5 5
"ID_46884" 0 0 0
"ID_46885" 3 4 3
"ID_46886" 2 3 1
"ID_46887" 2 2 6
"ID_46888" 2 0 1
"ID_46889" 1 2 2
"ID_46890" 0 0 0
"ID_46891" 1 2 2
"ID_46892" 3 2 2
"ID_46893" 4 2 0
"ID_46894" 5 3 1
"ID_46895" 0 0 0
"ID_46896" 3 0 0
"ID_46897" 5 1 0
"ID_46898" 1 0 0
"ID_46899" 4 3 7
"ID_46900" 3 0 0
"ID_46901" 2 2 1
"ID_46902" 0 0 1
"ID_46903" 1 2 0
"ID_46904" 1 1 0
"ID_46905" 0 0 0
"ID_46906" 0 0 0
"ID_46907" 6 5 2
"ID_46908" 2 5 1
"ID_46909" 2 3 9
"ID_46910" 3 1 0
"ID_46911" 3 2 4
"ID_46912" 2 3 3
"ID_46913" 4 2 2
"ID_46914" 2 2 6
"ID_46915" 3 0 0
"ID_46916" 4 0 0
"ID_46917" 5 5 4
"ID_46918" 3 0 0
"ID_46919" 0 1 0
"ID_46920" 0 2 2
"ID_46921" 1 2 1
"ID_46922" 0 1 2
"ID_46923" 2 2 1
"ID_46924" 5 3 4
"ID_46925" 3 1 4
"ID_46926" 2 3 2
"ID_46927" 1 0 0
"ID_46928" 0 0 0
"ID_46929" 3 1 2
"ID_46930" 2 0 0
"ID_46931" 3 4 3
"ID_46932" 2 2 4
"ID_46933" 3 2 3
"ID_46934" 3 2 2
"ID_46935" 0 3 4
"ID_46936" 0 2 2
"ID_46937" 0 1 1
"ID_46938" 0 1 0
"ID_46939" 2 5 3
"ID_46940" 3 0 0
"ID_46941" 2 2 1
"ID_46942" 4 1 2
"ID_46943" 4 0 0
"ID_46944" 2 0 1
"ID_46945" 2 0 0
"ID_46946" 1 6 1
"ID_46947" 0 0 4
"ID_46948" 1 0 2
"ID_46949" 1 1 3
"ID_46950" 5 3 3
"ID_46951" 4 1 1
"ID_46952" 4 1 1
"ID_46953" 3 1 3
"ID_46954" 4 1 3
"ID_46955" 2 1 1
"ID_46956" 2 0 1
"ID_46957" 3 0 0
"ID_46958" 2 0 0
"ID_46959" 0 0 0
"ID_46960" 0 0 0
"ID_46961" 3 1 5
"ID_46962" 0 0 0
"ID_46963" 0 0 1
"ID_46964" 2 0 0
"ID_46965" 2 1 2
"ID_46966" 0 0 1
"ID_46967" 3 4 3
"ID_46968" 3 7 5
"ID_46969" 0 7 3
"ID_46970" 4 9 5
"ID_46971" 1 0 1
"ID_46972" 2 0 1
"ID_46973" 1 0 0
"ID_46974" 0 2 1
"ID_46975" 2 1 3
"ID_46976" 4 0 2
"ID_46977" 2 1 0
"ID_46978" 3 1 1
"ID_46979" 6 4 3
"ID_46980" 1 1 4
"ID_46981" 1 1 0
"ID_46982" 1 5 1
"ID_46983" 3 0 2
"ID_46984" 3 2 0
"ID_46985" 2 2 2
"ID_46986" 3 6 1
"ID_46987" 4 3 4
"ID_46988" 6 5 5
"ID_46989" 5 1 3
"ID_46990" 2 2 2
"ID_46991" 4 1 0
"ID_46992" 1 0 0
"ID_46993" 1 0 0
"ID_46994" 1 0 1
"ID_46995" 1 5 7
"ID_46996" 3 2 1
"ID_46997" 2 7 3
"ID_46998" 1 0 3
"ID_46999" 2 1 2
"ID_47000" 1 1 1
"ID_47001" 0 0 1
"ID_47002" 3 2 2
"ID_47003" 0 0 0
"ID_47004" 0 0 0
"ID_47005" 1 0 0
"ID_47006" 1 0 1
"ID_47007" 3 3 1
"ID_47008" 1 3 5
"ID_47009" 1 4 0
"ID_47010" 3 3 0
"ID_47011" 1 0 1
"ID_47012" 2 1 0
"ID_47013" 2 0 0
"ID_47014" 3 5 3
"ID_47015" 5 2 5
"ID_47016" 5 1 2
"ID_47017" 1 6 4
"ID_47018" 0 3 0
"ID_47019" 1 0 0
"ID_47020" 0 0 0
"ID_47021" 0 0 0
"ID_47022" 0 0 0
"ID_47023" 3 5 4
"ID_47024" 3 5 5
"ID_47025" 8 3 3
"ID_47026" 3 3 2
"ID_47027" 6 4 5
"ID_47028" 3 3 0
"ID_47029" 3 0 1
"ID_47030" 3 0 1
"ID_47031" 4 3 1
"ID_47032" 0 0 0
"ID_47033" 0 3 1
"ID_47034" 2 4 1
"ID_47035" 1 2 5
"ID_47036" 2 3 1
"ID_47037" 2 2 1
"ID_47038" 3 0 3
"ID_47039" 4 3 1
"ID_47040" 1 2 3
"ID_47041" 6 4 2
"ID_47042" 5 5 3
"ID_47043" 5 2 0
"ID_47044" 0 0 1
"ID_47045" 0 0 0
"ID_47046" 2 1 1
"ID_47047" 0 0 1
"ID_47048" 2 3 1
"ID_47049" 0 0 0
"ID_47050" 0 0 0
"ID_47051" 3 7 2
"ID_47052" 4 1 2
"ID_47053" 2 2 2
"ID_47054" 2 0 3
"ID_47055" 0 0 0
"ID_47056" 1 0 0
"ID_47057" 1 0 0
"ID_47058" 1 0 0
"ID_47059" 2 4 4
"ID_47060" 1 2 0
"ID_47061" 3 5 0
"ID_47062" 2 1 1
"ID_47063" 2 2 2
"ID_47064" 9 3 4
"ID_47065" 2 0 0
"ID_47066" 1 0 1
"ID_47067" 3 2 5
"ID_47068" 2 1 2
"ID_47069" 3 7 3
"ID_47070" 1 0 0
"ID_47071" 4 1 4
"ID_47072" 6 4 6
"ID_47073" 3 2 2
"ID_47074" 5 1 2
"ID_47075" 1 3 3
"ID_47076" 1 6 1
"ID_47077" 0 0 1
"ID_47078" 3 2 3
"ID_47079" 3 1 2
"ID_47080" 0 1 4
"ID_47081" 10 4 8
"ID_47082" 5 8 2
"ID_47083" 6 4 3
"ID_47084" 4 2 3
"ID_47085" 2 4 2
"ID_47086" 4 5 4
"ID_47087" 0 1 1
"ID_47088" 1 0 1
"ID_47089" 2 2 1
"ID_47090" 3 0 0
"ID_47091" 4 2 2
"ID_47092" 1 1 0
"ID_47093" 0 1 3
"ID_47094" 2 1 2
"ID_47095" 4 3 4
"ID_47096" 0 1 0
"ID_47097" 5 1 1
"ID_47098" 5 2 0
"ID_47099" 2 0 1
"ID_47100" 1 1 2
"ID_47101" 0 0 2
"ID_47102" 2 1 3
"ID_47103" 2 1 0
"ID_47104" 2 1 0
"ID_47105" 1 3 0
"ID_47106" 1 5 3
"ID_47107" 2 0 0
"ID_47108" 2 0 1
"ID_47109" 0 0 1
"ID_47110" 2 1 0
"ID_47111" 3 0 1
"ID_47112" 2 0 4
"ID_47113" 4 5 3
"ID_47114" 0 0 0
"ID_47115" 2 3 1
"ID_47116" 5 3 2
"ID_47117" 7 4 2
"ID_47118" 4 3 3
"ID_47119" 3 2 1
"ID_47120" 0 1 1
"ID_47121" 2 0 0
"ID_47122" 0 1 0
"ID_47123" 4 2 1
"ID_47124" 0 1 2
"ID_47125" 1 7 4
"ID_47126" 1 4 1
"ID_47127" 1 4 8
"ID_47128" 7 4 7
"ID_47129" 5 0 3
"ID_47130" 0 1 1
"ID_47131" 8 3 6
"ID_47132" 1 0 2
"ID_47133" 1 1 1
"ID_47134" 2 3 1
"ID_47135" 1 0 1
"ID_47136" 6 3 0
"ID_47137" 2 4 0
"ID_47138" 4 4 3
"ID_47139" 2 0 1
"ID_47140" 2 1 0
"ID_47141" 0 0 0
"ID_47142" 0 0 0
"ID_47143" 2 2 0
"ID_47144" 1 1 2
"ID_47145" 4 2 2
"ID_47146" 3 4 3
"ID_47147" 2 0 1
"ID_47148" 1 2 4
"ID_47149" 1 1 0
"ID_47150" 1 1 1
"ID_47151" 1 1 1
"ID_47152" 3 2 4
"ID_47153" 1 0 0
"ID_47154" 2 3 1
"ID_47155" 0 1 0
"ID_47156" 0 0 0
"ID_47157" 6 4 7
"ID_47158" 5 4 2
"ID_47159" 0 0 1
"ID_47160" 0 1 1
"ID_47161" 1 4 0
"ID_47162" 0 1 0
"ID_47163" 0 0 2
"ID_47164" 0 1 0
"ID_47165" 2 0 2
"ID_47166" 1 1 1
"ID_47167" 2 0 0
"ID_47168" 1 1 1
"ID_47169" 0 0 0
"ID_47170" 4 0 2
"ID_47171" 9 3 3
"ID_47172" 4 1 2
"ID_47173" 3 2 2
"ID_47174" 2 0 0
"ID_47175" 2 7 4
"ID_47176" 0 1 0
"ID_47177" 2 0 0
"ID_47178" 1 1 1
"ID_47179" 6 1 2
"ID_47180" 2 2 2
"ID_47181" 3 1 1
"ID_47182" 6 0 3
"ID_47183" 2 3 3
"ID_47184" 3 0 0
"ID_47185" 4 3 2
"ID_47186" 6 2 5
"ID_47187" 1 2 0
"ID_47188" 0 2 1
"ID_47189" 1 1 1
"ID_47190" 1 2 3
"ID_47191" 4 1 2
"ID_47192" 1 2 3
"ID_47193" 3 4 2
"ID_47194" 0 2 2
"ID_47195" 4 1 2
"ID_47196" 3 2 1
"ID_47197" 1 0 1
"ID_47198" 0 5 1
"ID_47199" 5 5 3
"ID_47200" 5 2 1
"ID_47201" 3 0 1
"ID_47202" 2 1 0
"ID_47203" 6 10 5
"ID_47204" 2 1 2
"ID_47205" 2 4 4
"ID_47206" 2 3 3
"ID_47207" 0 1 0
"ID_47208" 2 0 0
"ID_47209" 3 1 1
"ID_47210" 1 2 0
"ID_47211" 1 1 3
"ID_47212" 0 1 0
"ID_47213" 0 1 0
"ID_47214" 6 2 12
"ID_47215" 1 0 2
"ID_47216" 0 1 0
"ID_47217" 0 1 1
"ID_47218" 2 1 1
"ID_47219" 7 7 7
"ID_47220" 1 2 0
"ID_47221" 1 1 0
"ID_47222" 1 2 1
"ID_47223" 0 2 1
"ID_47224" 1 0 1
"ID_47225" 1 0 0
"ID_47226" 1 0 2
"ID_47227" 2 2 2
"ID_47228" 1 1 1
"ID_47229" 1 0 0
"ID_47230" 2 5 1
"ID_47231" 2 2 2
"ID_47232" 0 2 1
"ID_47233" 3 1 3
"ID_47234" 2 2 4
"ID_47235" 1 3 0
"ID_47236" 5 2 0
"ID_47237" 3 1 0
"ID_47238" 1 0 0
"ID_47239" 4 4 1
"ID_47240" 4 2 7
"ID_47241" 10 13 4
"ID_47242" 0 3 3
"ID_47243" 2 0 0
"ID_47244" 5 1 5
"ID_47245" 0 0 0
"ID_47246" 3 0 5
"ID_47247" 0 2 1
"ID_47248" 6 2 6
"ID_47249" 3 1 2
"ID_47250" 0 0 0
"ID_47251" 0 2 0
"ID_47252" 2 1 2
"ID_47253" 2 1 0
"ID_47254" 4 3 0
"ID_47255" 4 4 1
"ID_47256" 2 1 0
"ID_47257" 2 1 4
"ID_47258" 1 1 1
"ID_47259" 3 7 5
"ID_47260" 1 0 0
"ID_47261" 5 3 3
"ID_47262" 7 4 4
"ID_47263" 4 4 10
"ID_47264" 2 3 3
"ID_47265" 2 2 0
"ID_47266" 0 1 1
"ID_47267" 3 3 1
"ID_47268" 0 2 4
"ID_47269" 3 2 0
"ID_47270" 0 0 1
"ID_47271" 2 0 0
"ID_47272" 3 1 1
"ID_47273" 0 0 0
"ID_47274" 1 1 1
"ID_47275" 2 6 1
"ID_47276" 3 5 4
"ID_47277" 3 3 4
"ID_47278" 2 1 2
"ID_47279" 1 2 1
"ID_47280" 2 0 0
"ID_47281" 3 1 0
"ID_47282" 1 0 0
"ID_47283" 4 5 7
"ID_47284" 4 3 5
"ID_47285" 0 0 0
"ID_47286" 6 2 5
"ID_47287" 2 1 4
"ID_47288" 3 1 3
"ID_47289" 3 0 0
"ID_47290" 1 1 0
"ID_47291" 3 1 2
"ID_47292" 6 1 1
"ID_47293" 5 0 5
"ID_47294" 4 3 3
"ID_47295" 0 1 0
"ID_47296" 1 0 0
"ID_47297" 1 2 3
"ID_47298" 1 2 1
"ID_47299" 1 2 5
"ID_47300" 0 4 0
"ID_47301" 0 3 4
"ID_47302" 0 2 0
"ID_47303" 1 0 0
"ID_47304" 6 2 8
"ID_47305" 3 2 0
"ID_47306" 3 1 3
"ID_47307" 12 3 6
"ID_47308" 2 3 1
"ID_47309" 4 3 6
"ID_47310" 3 4 1
"ID_47311" 2 0 2
"ID_47312" 0 2 0
"ID_47313" 3 2 2
"ID_47314" 0 2 0
"ID_47315" 1 4 2
"ID_47316" 4 3 4
"ID_47317" 3 1 0
"ID_47318" 0 1 1
"ID_47319" 1 0 1
"ID_47320" 3 0 2
"ID_47321" 1 2 4
"ID_47322" 0 2 2
"ID_47323" 8 5 13
"ID_47324" 0 1 2
"ID_47325" 4 1 2
"ID_47326" 1 1 3
"ID_47327" 1 6 6
"ID_47328" 2 4 2
"ID_47329" 4 4 3
"ID_47330" 4 4 10
"ID_47331" 4 7 2
"ID_47332" 2 2 2
"ID_47333" 1 2 1
"ID_47334" 2 1 1
"ID_47335" 2 2 1
"ID_47336" 4 0 0
"ID_47337" 2 0 3
"ID_47338" 2 2 0
"ID_47339" 4 11 5
"ID_47340" 0 2 3
"ID_47341" 6 4 4
"ID_47342" 3 3 5
"ID_47343" 2 0 1
"ID_47344" 2 6 5
"ID_47345" 2 1 2
"ID_47346" 2 1 1
"ID_47347" 3 2 3
"ID_47348" 1 5 4
"ID_47349" 3 7 2
"ID_47350" 9 6 6
"ID_47351" 2 4 1
"ID_47352" 1 2 3
"ID_47353" 1 1 0
"ID_47354" 1 3 2
"ID_47355" 0 0 0
"ID_47356" 0 0 0
"ID_47357" 1 2 0
"ID_47358" 7 2 5
"ID_47359" 2 4 0
"ID_47360" 0 4 6
"ID_47361" 1 2 0
"ID_47362" 8 2 1
"ID_47363" 5 0 0
"ID_47364" 1 4 1
"ID_47365" 0 1 1
"ID_47366" 4 8 10
"ID_47367" 1 2 2
"ID_47368" 5 3 2
"ID_47369" 2 0 3
"ID_47370" 5 1 2
"ID_47371" 3 4 4
"ID_47372" 0 3 1
"ID_47373" 0 0 1
"ID_47374" 3 0 2
"ID_47375" 2 7 3
"ID_47376" 2 1 2
"ID_47377" 3 2 1
"ID_47378" 2 5 4
"ID_47379" 1 0 0
"ID_47380" 0 0 0
"ID_47381" 0 0 0
"ID_47382" 0 0 0
"ID_47383" 11 3 12
"ID_47384" 5 3 4
"ID_47385" 4 0 1
"ID_47386" 2 1 0
"ID_47387" 0 0 2
"ID_47388" 4 0 1
"ID_47389" 1 1 5
"ID_47390" 1 3 4
"ID_47391" 2 1 1
"ID_47392" 2 1 3
"ID_47393" 1 0 1
"ID_47394" 1 0 1
"ID_47395" 1 2 2
"ID_47396" 6 1 3
"ID_47397" 0 2 0
"ID_47398" 5 4 3
"ID_47399" 9 2 5
"ID_47400" 2 2 2
"ID_47401" 0 1 0
"ID_47402" 1 3 2
"ID_47403" 2 1 0
"ID_47404" 1 1 0
"ID_47405" 5 1 4
"ID_47406" 8 10 8
"ID_47407" 3 5 3
"ID_47408" 5 3 2
"ID_47409" 5 3 1
"ID_47410" 1 0 4
"ID_47411" 1 1 2
"ID_47412" 1 5 2
"ID_47413" 2 2 0
"ID_47414" 1 1 0
"ID_47415" 1 1 0
"ID_47416" 6 6 1
"ID_47417" 5 0 0
"ID_47418" 1 0 2
"ID_47419" 1 3 2
"ID_47420" 5 3 5
"ID_47421" 6 3 1
"ID_47422" 4 2 1
"ID_47423" 2 0 1
"ID_47424" 2 0 0
"ID_47425" 1 0 0
"ID_47426" 2 3 3
"ID_47427" 8 6 4
"ID_47428" 3 4 1
"ID_47429" 6 5 4
"ID_47430" 2 4 1
"ID_47431" 3 6 3
"ID_47432" 0 0 1
"ID_47433" 2 8 10
"ID_47434" 2 2 3
"ID_47435" 2 1 0
"ID_47436" 4 6 0
"ID_47437" 1 0 0
"ID_47438" 0 2 0
"ID_47439" 3 3 1
"ID_47440" 1 2 0
"ID_47441" 3 0 2
"ID_47442" 0 5 2
"ID_47443" 0 2 2
"ID_47444" 0 2 2
"ID_47445" 1 4 3
"ID_47446" 2 0 1
"ID_47447" 1 0 1
"ID_47448" 2 2 1
"ID_47449" 2 0 0
"ID_47450" 2 0 0
"ID_47451" 4 4 4
"ID_47452" 3 2 1
"ID_47453" 0 0 0
"ID_47454" 0 1 0
"ID_47455" 3 5 3
"ID_47456" 2 1 1
"ID_47457" 2 8 3
"ID_47458" 2 3 2
"ID_47459" 7 7 7
"ID_47460" 1 0 4
"ID_47461" 6 4 5
"ID_47462" 1 5 2
"ID_47463" 1 2 3
"ID_47464" 1 0 0
"ID_47465" 1 1 0
"ID_47466" 0 0 0
"ID_47467" 6 3 1
"ID_47468" 2 0 0
"ID_47469" 4 1 4
"ID_47470" 5 8 3
"ID_47471" 1 1 0
"ID_47472" 3 1 1
"ID_47473" 2 4 1
"ID_47474" 0 0 0
"ID_47475" 3 7 0
"ID_47476" 1 0 1
"ID_47477" 3 4 1
"ID_47478" 0 1 0
"ID_47479" 1 0 0
"ID_47480" 0 0 1
"ID_47481" 0 0 0
"ID_47482" 4 1 1
"ID_47483" 2 1 1
"ID_47484" 1 1 0
"ID_47485" 1 1 0
"ID_47486" 1 0 0
"ID_47487" 1 4 3
"ID_47488" 2 0 1
"ID_47489" 0 1 0
"ID_47490" 9 6 7
"ID_47491" 0 1 0
"ID_47492" 4 1 4
"ID_47493" 1 0 3
"ID_47494" 0 1 0
"ID_47495" 3 2 3
"ID_47496" 1 4 0
"ID_47497" 1 2 0
"ID_47498" 1 0 2
"ID_47499" 7 6 5
"ID_47500" 4 4 5
"ID_47501" 5 2 4
"ID_47502" 2 3 3
"ID_47503" 1 4 3
"ID_47504" 1 0 1
"ID_47505" 0 2 3
"ID_47506" 0 0 0
"ID_47507" 2 3 4
"ID_47508" 0 2 0
"ID_47509" 3 6 4
"ID_47510" 2 2 0
"ID_47511" 2 1 1
"ID_47512" 5 9 2
"ID_47513" 2 1 1
"ID_47514" 2 4 0
"ID_47515" 2 2 0
"ID_47516" 0 0 1
"ID_47517" 3 4 3
"ID_47518" 1 1 1
"ID_47519" 3 0 0
"ID_47520" 4 2 6
"ID_47521" 1 0 2
"ID_47522" 1 0 0
"ID_47523" 1 0 0
"ID_47524" 3 0 1
"ID_47525" 0 0 0
"ID_47526" 1 0 0
"ID_47527" 0 5 1
"ID_47528" 2 2 3
"ID_47529" 4 2 1
"ID_47530" 3 0 1
"ID_47531" 7 7 8
"ID_47532" 3 0 2
"ID_47533" 2 8 6
"ID_47534" 0 0 1
"ID_47535" 0 0 0
"ID_47536" 0 0 0
"ID_47537" 0 0 0
"ID_47538" 0 0 0
"ID_47539" 1 1 3
"ID_47540" 1 0 1
"ID_47541" 14 2 3
"ID_47542" 0 1 1
"ID_47543" 2 2 1
"ID_47544" 5 1 2
"ID_47545" 2 4 1
"ID_47546" 3 2 2
"ID_47547" 7 4 3
"ID_47548" 1 0 1
"ID_47549" 5 2 2
"ID_47550" 0 0 1
"ID_47551" 1 1 1
"ID_47552" 3 0 2
"ID_47553" 2 3 3
"ID_47554" 3 2 5
"ID_47555" 2 1 3
"ID_47556" 0 2 2
"ID_47557" 2 1 2
"ID_47558" 1 0 1
"ID_47559" 0 1 1
"ID_47560" 0 0 2
"ID_47561" 1 0 0
"ID_47562" 0 1 0
"ID_47563" 2 1 1
"ID_47564" 0 0 3
"ID_47565" 1 0 1
"ID_47566" 1 4 0
"ID_47567" 1 0 0
"ID_47568" 0 0 0
"ID_47569" 3 0 2
"ID_47570" 1 0 0
"ID_47571" 0 0 1
"ID_47572" 0 3 2
"ID_47573" 0 0 1
"ID_47574" 0 0 0
"ID_47575" 5 0 0
"ID_47576" 2 5 5
"ID_47577" 6 0 0
"ID_47578" 1 1 1
"ID_47579" 6 5 4
"ID_47580" 1 2 3
"ID_47581" 3 2 3
"ID_47582" 4 1 5
"ID_47583" 4 4 1
"ID_47584" 2 2 2
"ID_47585" 0 0 0
"ID_47586" 1 3 0
"ID_47587" 4 5 4
"ID_47588" 2 0 3
"ID_47589" 6 5 4
"ID_47590" 9 3 4
"ID_47591" 2 3 1
"ID_47592" 1 3 1
"ID_47593" 1 0 1
"ID_47594" 1 2 3
"ID_47595" 3 6 2
"ID_47596" 0 2 2
"ID_47597" 3 4 1
"ID_47598" 3 1 2
"ID_47599" 2 2 8
"ID_47600" 5 2 2
"ID_47601" 1 0 0
"ID_47602" 0 0 1
"ID_47603" 0 1 1
"ID_47604" 2 1 5
"ID_47605" 0 0 0
"ID_47606" 0 0 0
"ID_47607" 3 0 1
"ID_47608" 1 1 1
"ID_47609" 0 0 3
"ID_47610" 3 3 1
"ID_47611" 0 0 1
"ID_47612" 2 2 1
"ID_47613" 0 0 0
"ID_47614" 0 0 0
"ID_47615" 7 4 4
"ID_47616" 1 0 0
"ID_47617" 0 2 0
"ID_47618" 1 1 4
"ID_47619" 1 2 5
"ID_47620" 9 10 3
"ID_47621" 3 6 1
"ID_47622" 1 1 3
"ID_47623" 0 2 0
"ID_47624" 1 5 2
"ID_47625" 1 0 1
"ID_47626" 0 1 2
"ID_47627" 2 0 1
"ID_47628" 2 2 7
"ID_47629" 2 0 0
"ID_47630" 2 2 4
"ID_47631" 0 0 0
"ID_47632" 2 0 2
"ID_47633" 1 0 1
"ID_47634" 0 0 1
"ID_47635" 0 4 1
"ID_47636" 0 3 1
"ID_47637" 1 1 2
"ID_47638" 1 0 2
"ID_47639" 2 4 1
"ID_47640" 0 5 1
"ID_47641" 0 3 2
"ID_47642" 2 0 0
"ID_47643" 1 2 1
"ID_47644" 1 1 1
"ID_47645" 0 1 2
"ID_47646" 0 2 2
"ID_47647" 0 0 1
"ID_47648" 5 7 2
"ID_47649" 0 1 0
"ID_47650" 1 0 0
"ID_47651" 3 4 4
"ID_47652" 3 1 5
"ID_47653" 2 6 2
"ID_47654" 4 1 3
"ID_47655" 0 1 0
"ID_47656" 5 3 2
"ID_47657" 7 1 1
"ID_47658" 4 3 3
"ID_47659" 0 3 2
"ID_47660" 6 3 0
"ID_47661" 3 2 1
"ID_47662" 1 0 1
"ID_47663" 0 1 0
"ID_47664" 4 6 7
"ID_47665" 3 2 2
"ID_47666" 1 0 1
"ID_47667" 1 0 0
"ID_47668" 3 2 3
"ID_47669" 1 1 0
"ID_47670" 5 1 0
"ID_47671" 2 2 0
"ID_47672" 4 7 5
"ID_47673" 3 4 2
"ID_47674" 1 5 6
"ID_47675" 4 2 2
"ID_47676" 4 3 1
"ID_47677" 1 5 2
"ID_47678" 2 2 2
"ID_47679" 3 0 1
"ID_47680" 0 1 2
"ID_47681" 4 1 2
"ID_47682" 0 0 1
"ID_47683" 0 1 1
"ID_47684" 5 1 0
"ID_47685" 0 1 2
"ID_47686" 1 1 2
"ID_47687" 1 7 1
"ID_47688" 6 2 5
"ID_47689" 0 1 3
"ID_47690" 3 4 4
"ID_47691" 0 1 1
"ID_47692" 2 1 2
"ID_47693" 1 3 4
"ID_47694" 1 1 0
"ID_47695" 7 4 5
"ID_47696" 4 0 0
"ID_47697" 2 3 4
"ID_47698" 0 2 2
"ID_47699" 4 2 2
"ID_47700" 2 2 2
"ID_47701" 5 4 1
"ID_47702" 4 5 5
"ID_47703" 0 0 0
"ID_47704" 0 1 1
"ID_47705" 0 0 2
"ID_47706" 0 0 1
"ID_47707" 1 1 1
"ID_47708" 1 1 0
"ID_47709" 0 0 1
"ID_47710" 1 0 1
"ID_47711" 1 3 0
"ID_47712" 1 0 0
"ID_47713" 1 0 1
"ID_47714" 1 0 0
"ID_47715" 0 0 0
"ID_47716" 3 2 2
"ID_47717" 4 2 0
"ID_47718" 1 1 0
"ID_47719" 3 2 1
"ID_47720" 4 2 1
"ID_47721" 0 0 0
"ID_47722" 3 0 2
"ID_47723" 2 2 1
"ID_47724" 2 0 1
"ID_47725" 0 1 0
"ID_47726" 2 2 3
"ID_47727" 1 1 0
"ID_47728" 1 0 3
"ID_47729" 0 1 1
"ID_47730" 4 1 1
"ID_47731" 5 8 5
"ID_47732" 3 0 3
"ID_47733" 3 6 2
"ID_47734" 5 4 7
"ID_47735" 2 2 2
"ID_47736" 1 0 0
"ID_47737" 1 1 0
"ID_47738" 0 1 0
"ID_47739" 2 1 4
"ID_47740" 3 2 2
"ID_47741" 1 0 1
"ID_47742" 0 3 0
"ID_47743" 4 1 1
"ID_47744" 1 0 2
"ID_47745" 1 1 2
"ID_47746" 5 3 0
"ID_47747" 2 2 2
"ID_47748" 2 4 0
"ID_47749" 6 8 9
"ID_47750" 5 5 4
"ID_47751" 1 0 0
